,ID,GameID,Team,PlayerID,Number,Name_x,Min,FGM,FGA,FGP,FGM2,FGA2,FGP2,FGM3,FGA3,FGP3,FTM,FTA,FTP,Oreb,Dreb,Reb,Ast,PF,TO,STL,BLK,PTS,TournamentID,Date,Location,Round of 16,HomeTeam,AwayTeam,TournamentName,AgeGroup,Name_y,Birthday
12,374976,422_14_01,CROATIA,1121,5,luksa andric,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,422,2014-08-30,Sevilla,Group Phase,CROATIA,PHILIPPINES,2014 FIBA Basketball World Cup,Men,luksa andric,1985-01-29
13,375353,422_14_15,CROATIA,1121,5,luksa andric,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,422,2014-08-31,Sevilla,Group Phase,ARGENTINA,CROATIA,2014 FIBA Basketball World Cup,Men,luksa andric,1985-01-29
14,375600,422_14_25,CROATIA,1121,5,luksa andric,4,1,1,100.0,1,1,100.0,0,0,0.0,1,3,33.3,0,0,0,0,1,0,0,0,3,422,2014-09-01,Sevilla,Group Phase,CROATIA,SENEGAL,2014 FIBA Basketball World Cup,Men,luksa andric,1985-01-29
15,376159,422_14_46,CROATIA,1121,5,luksa andric,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,422,2014-09-03,Sevilla,Group Phase,GREECE,CROATIA,2014 FIBA Basketball World Cup,Men,luksa andric,1985-01-29
16,376406,422_14_56,CROATIA,1121,5,luksa andric,13,3,3,100.0,3,3,100.0,0,0,0.0,0,0,0.0,1,1,2,3,0,2,0,0,6,422,2014-09-04,Sevilla,Group Phase,CROATIA,PUERTO RICO,2014 FIBA Basketball World Cup,Men,luksa andric,1985-01-29
17,376575,422_14_62,CROATIA,1121,5,luksa andric,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,422,2014-09-06,Madrid,Round of 16,FRANCE,CROATIA,2014 FIBA Basketball World Cup,Men,luksa andric,1985-01-29
18,374977,422_14_01,CROATIA,25431,6,oliver lafayette,28,2,5,40.0,2,2,100.0,0,3,0.0,0,2,0.0,1,0,1,2,3,0,0,0,4,422,2014-08-30,Sevilla,Group Phase,CROATIA,PHILIPPINES,2014 FIBA Basketball World Cup,Men,oliver lafayette,1984-05-06
19,375354,422_14_15,CROATIA,25431,6,oliver lafayette,30,5,9,55.6,4,5,80.0,1,4,25.0,0,0,0.0,0,1,1,9,3,1,1,0,11,422,2014-08-31,Sevilla,Group Phase,ARGENTINA,CROATIA,2014 FIBA Basketball World Cup,Men,oliver lafayette,1984-05-06
20,375601,422_14_25,CROATIA,25431,6,oliver lafayette,23,2,7,28.6,1,4,25.0,1,3,33.3,0,0,0.0,0,3,3,1,1,2,0,0,5,422,2014-09-01,Sevilla,Group Phase,CROATIA,SENEGAL,2014 FIBA Basketball World Cup,Men,oliver lafayette,1984-05-06
21,376160,422_14_46,CROATIA,25431,6,oliver lafayette,35,3,6,50.0,2,4,50.0,1,2,50.0,1,2,50.0,0,2,2,3,2,4,2,0,8,422,2014-09-03,Sevilla,Group Phase,GREECE,CROATIA,2014 FIBA Basketball World Cup,Men,oliver lafayette,1984-05-06
22,376407,422_14_56,CROATIA,25431,6,oliver lafayette,12,2,3,66.7,1,2,50.0,1,1,100.0,0,0,0.0,0,1,1,1,3,3,2,0,5,422,2014-09-04,Sevilla,Group Phase,CROATIA,PUERTO RICO,2014 FIBA Basketball World Cup,Men,oliver lafayette,1984-05-06
23,376576,422_14_62,CROATIA,25431,6,oliver lafayette,25,1,8,12.5,1,5,20.0,0,3,0.0,0,0,0.0,2,2,4,6,4,3,0,0,2,422,2014-09-06,Madrid,Round of 16,FRANCE,CROATIA,2014 FIBA Basketball World Cup,Men,oliver lafayette,1984-05-06
24,374978,422_14_01,CROATIA,6280,7,bojan bogdanovic,39,9,18,50.0,7,14,50.0,2,4,50.0,6,6,100.0,1,2,3,1,4,6,2,0,26,422,2014-08-30,Sevilla,Group Phase,CROATIA,PHILIPPINES,2014 FIBA Basketball World Cup,Men,bojan bogdanovic,1989-04-18
25,375355,422_14_15,CROATIA,6280,7,bojan bogdanovic,37,6,11,54.5,3,5,60.0,3,6,50.0,1,2,50.0,2,5,7,2,4,1,1,0,16,422,2014-08-31,Sevilla,Group Phase,ARGENTINA,CROATIA,2014 FIBA Basketball World Cup,Men,bojan bogdanovic,1989-04-18
26,375602,422_14_25,CROATIA,6280,7,bojan bogdanovic,31,5,14,35.7,4,7,57.1,1,7,14.3,4,8,50.0,0,3,3,1,3,2,0,0,15,422,2014-09-01,Sevilla,Group Phase,CROATIA,SENEGAL,2014 FIBA Basketball World Cup,Men,bojan bogdanovic,1989-04-18
27,376161,422_14_46,CROATIA,6280,7,bojan bogdanovic,32,6,12,50.0,3,4,75.0,3,8,37.5,5,6,83.3,0,4,4,1,2,3,1,1,20,422,2014-09-03,Sevilla,Group Phase,GREECE,CROATIA,2014 FIBA Basketball World Cup,Men,bojan bogdanovic,1989-04-18
28,376408,422_14_56,CROATIA,6280,7,bojan bogdanovic,26,4,8,50.0,3,4,75.0,1,4,25.0,14,17,82.4,0,2,2,2,2,2,0,0,23,422,2014-09-04,Sevilla,Group Phase,CROATIA,PUERTO RICO,2014 FIBA Basketball World Cup,Men,bojan bogdanovic,1989-04-18
29,376577,422_14_62,CROATIA,6280,7,bojan bogdanovic,36,11,19,57.9,8,12,66.7,3,7,42.9,2,4,50.0,1,5,6,1,4,0,1,0,27,422,2014-09-06,Madrid,Round of 16,FRANCE,CROATIA,2014 FIBA Basketball World Cup,Men,bojan bogdanovic,1989-04-18
30,437505,497_15_11,CROATIA,6280,7,bojan bogdanovic,22,2,5,40.0,2,3,66.7,0,2,0.0,5,7,71.4,1,1,2,0,2,3,0,0,9,497,2015-09-05,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,CROATIA,SLOVENIA,2015 EuroBasket,Men,bojan bogdanovic,1989-04-18
31,437830,497_15_23,CROATIA,6280,7,bojan bogdanovic,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,497,2015-09-06,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,GREECE,CROATIA,2015 EuroBasket,Men,bojan bogdanovic,1989-04-18
32,438155,497_15_36,CROATIA,6280,7,bojan bogdanovic,23,5,11,45.5,4,7,57.1,1,4,25.0,2,2,100.0,1,5,6,3,2,0,1,0,13,497,2015-09-08,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,CROATIA,MKD,2015 EuroBasket,Men,bojan bogdanovic,1989-04-18
33,438454,497_15_47,CROATIA,6280,7,bojan bogdanovic,29,4,14,28.6,3,8,37.5,1,6,16.7,4,5,80.0,0,1,1,0,3,1,1,0,13,497,2015-09-09,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,NETHERLANDS,CROATIA,2015 EuroBasket,Men,bojan bogdanovic,1989-04-18
34,438662,497_15_55,CROATIA,6280,7,bojan bogdanovic,31,1,10,10.0,0,3,0.0,1,7,14.3,4,4,100.0,1,4,5,4,1,2,0,0,7,497,2015-09-10,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,GEORGIA,CROATIA,2015 EuroBasket,Men,bojan bogdanovic,1989-04-18
35,438909,497_15_65,CROATIA,6280,7,bojan bogdanovic,32,5,14,35.7,4,9,44.4,1,5,20.0,1,2,50.0,0,3,3,1,2,2,1,0,12,497,2015-09-13,Lille / Pierre Mauroy Stadium,Round of 16,CROATIA,CZECH REPUBLIC,2015 EuroBasket,Men,bojan bogdanovic,1989-04-18
36,472045,523_16_05,CROATIA,6280,44,bojan bogdanovic,36,8,15,53.3,5,7,71.4,3,8,37.5,4,5,80.0,0,3,3,2,4,4,0,1,23,523,2016-08-07,Rio de Janeiro / Carioca Arena 1,Group Phase,CROATIA,SPAIN,2016 Olympic Games: Tournament for Men,Men,bojan bogdanovic,1989-04-18
37,472240,523_16_12,CROATIA,6280,44,bojan bogdanovic,29,5,13,38.5,4,7,57.1,1,6,16.7,7,11,63.6,0,7,7,2,3,3,0,1,18,523,2016-08-09,Rio de Janeiro / Carioca Arena 1,Group Phase,ARGENTINA,CROATIA,2016 Olympic Games: Tournament for Men,Men,bojan bogdanovic,1989-04-18
38,472344,523_16_16,CROATIA,6280,44,bojan bogdanovic,38,10,16,62.5,7,10,70.0,3,6,50.0,10,11,90.9,0,6,6,3,2,4,0,0,33,523,2016-08-11,Rio de Janeiro / Carioca Arena 1,Group Phase,BRAZIL,CROATIA,2016 Olympic Games: Tournament for Men,Men,bojan bogdanovic,1989-04-18
39,472539,523_16_24,CROATIA,6280,44,bojan bogdanovic,36,8,15,53.3,5,9,55.6,3,6,50.0,9,12,75.0,0,3,3,2,2,2,2,0,28,523,2016-08-13,Rio de Janeiro / Carioca Arena 1,Group Phase,CROATIA,NIGERIA,2016 Olympic Games: Tournament for Men,Men,bojan bogdanovic,1989-04-18
40,472708,523_16_30,CROATIA,6280,44,bojan bogdanovic,34,7,15,46.7,3,9,33.3,4,6,66.7,4,5,80.0,0,2,2,1,3,5,1,0,22,523,2016-08-15,Rio de Janeiro / Carioca Arena 1,Group Phase,LITHUANIA,CROATIA,2016 Olympic Games: Tournament for Men,Men,bojan bogdanovic,1989-04-18
41,472799,523_16_34,CROATIA,6280,44,bojan bogdanovic,39,7,15,46.7,3,7,42.9,4,8,50.0,10,12,83.3,0,3,3,2,4,4,0,0,28,523,2016-08-17,Rio de Janeiro / Carioca Arena 1,Quarter Finals,CROATIA,SERBIA,2016 Olympic Games: Tournament for Men,Men,bojan bogdanovic,1989-04-18
42,474008,525_16_04,CROATIA,6280,44,bojan bogdanovic,35,9,23,39.1,7,14,50.0,2,9,22.2,6,9,66.7,1,5,6,1,5,1,0,0,26,525,2016-07-05,Turin / PalaIsozaki,Group Phase,ITALY,CROATIA,2016 FIBA Olympic Qualifying Tournament,Men,bojan bogdanovic,1989-04-18
43,474047,525_16_06,CROATIA,6280,44,bojan bogdanovic,33,6,10,60.0,5,7,71.4,1,3,33.3,12,12,100.0,0,3,3,2,2,4,2,0,25,525,2016-07-06,Turin / PalaIsozaki,Group Phase,CROATIA,TUNISIA,2016 FIBA Olympic Qualifying Tournament,Men,bojan bogdanovic,1989-04-18
44,474086,525_16_07,CROATIA,6280,44,bojan bogdanovic,35,6,17,35.3,4,9,44.4,2,8,25.0,6,8,75.0,0,4,4,1,3,2,0,0,20,525,2016-07-08,Turin / PalaIsozaki,Semi-Finals,GREECE,CROATIA,2016 FIBA Olympic Qualifying Tournament,Men,bojan bogdanovic,1989-04-18
45,474125,525_16_09,CROATIA,6280,44,bojan bogdanovic,42,6,19,31.6,4,12,33.3,2,7,28.6,12,13,92.3,0,6,6,1,3,2,1,0,26,525,2016-07-09,Turin / PalaIsozaki,Final,CROATIA,ITALY,2016 FIBA Olympic Qualifying Tournament,Men,bojan bogdanovic,1989-04-18
46,374979,422_14_01,CROATIA,15894,8,dario saric,29,4,8,50.0,4,5,80.0,0,3,0.0,2,2,100.0,4,5,9,4,5,3,1,1,10,422,2014-08-30,Sevilla,Group Phase,CROATIA,PHILIPPINES,2014 FIBA Basketball World Cup,Men,dario saric,1994-04-08
47,375356,422_14_15,CROATIA,15894,8,dario saric,25,5,12,41.7,3,6,50.0,2,6,33.3,4,5,80.0,3,6,9,1,4,1,0,0,16,422,2014-08-31,Sevilla,Group Phase,ARGENTINA,CROATIA,2014 FIBA Basketball World Cup,Men,dario saric,1994-04-08
48,375603,422_14_25,CROATIA,15894,8,dario saric,28,6,9,66.7,6,7,85.7,0,2,0.0,3,3,100.0,2,4,6,4,3,1,3,0,15,422,2014-09-01,Sevilla,Group Phase,CROATIA,SENEGAL,2014 FIBA Basketball World Cup,Men,dario saric,1994-04-08
49,376162,422_14_46,CROATIA,15894,8,dario saric,34,4,12,33.3,3,10,30.0,1,2,50.0,1,1,100.0,0,5,5,2,2,3,3,0,10,422,2014-09-03,Sevilla,Group Phase,GREECE,CROATIA,2014 FIBA Basketball World Cup,Men,dario saric,1994-04-08
50,376409,422_14_56,CROATIA,15894,8,dario saric,14,5,5,100.0,3,3,100.0,2,2,100.0,3,3,100.0,1,3,4,3,4,2,0,0,15,422,2014-09-04,Sevilla,Group Phase,CROATIA,PUERTO RICO,2014 FIBA Basketball World Cup,Men,dario saric,1994-04-08
51,376578,422_14_62,CROATIA,15894,8,dario saric,27,2,6,33.3,2,6,33.3,0,0,0.0,0,0,0.0,0,7,7,0,3,3,3,1,4,422,2014-09-06,Madrid,Round of 16,FRANCE,CROATIA,2014 FIBA Basketball World Cup,Men,dario saric,1994-04-08
52,437506,497_15_11,CROATIA,15894,8,dario saric,32,3,7,42.9,2,5,40.0,1,2,50.0,1,4,25.0,1,6,7,2,2,4,0,0,8,497,2015-09-05,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,CROATIA,SLOVENIA,2015 EuroBasket,Men,dario saric,1994-04-08
53,437831,497_15_23,CROATIA,15894,8,dario saric,31,4,5,80.0,3,3,100.0,1,2,50.0,2,4,50.0,0,6,6,2,2,3,0,1,11,497,2015-09-06,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,GREECE,CROATIA,2015 EuroBasket,Men,dario saric,1994-04-08
54,438156,497_15_36,CROATIA,15894,8,dario saric,29,5,8,62.5,5,6,83.3,0,2,0.0,5,6,83.3,1,6,7,4,2,2,1,1,15,497,2015-09-08,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,CROATIA,MKD,2015 EuroBasket,Men,dario saric,1994-04-08
55,438455,497_15_47,CROATIA,15894,8,dario saric,24,6,11,54.5,4,7,57.1,2,4,50.0,1,7,14.3,2,5,7,4,2,2,1,0,15,497,2015-09-09,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,NETHERLANDS,CROATIA,2015 EuroBasket,Men,dario saric,1994-04-08
56,438663,497_15_55,CROATIA,15894,8,dario saric,25,2,9,22.2,2,6,33.3,0,3,0.0,1,2,50.0,0,3,3,0,3,3,0,0,5,497,2015-09-10,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,GEORGIA,CROATIA,2015 EuroBasket,Men,dario saric,1994-04-08
57,438910,497_15_65,CROATIA,15894,8,dario saric,31,1,7,14.3,1,5,20.0,0,2,0.0,2,2,100.0,2,6,8,4,1,3,2,1,4,497,2015-09-13,Lille / Pierre Mauroy Stadium,Round of 16,CROATIA,CZECH REPUBLIC,2015 EuroBasket,Men,dario saric,1994-04-08
58,472039,523_16_05,CROATIA,15894,9,dario saric,34,1,7,14.3,1,3,33.3,0,4,0.0,3,6,50.0,3,4,7,5,2,3,0,1,5,523,2016-08-07,Rio de Janeiro / Carioca Arena 1,Group Phase,CROATIA,SPAIN,2016 Olympic Games: Tournament for Men,Men,dario saric,1994-04-08
59,472234,523_16_12,CROATIA,15894,9,dario saric,35,7,16,43.8,7,12,58.3,0,4,0.0,5,8,62.5,2,8,10,7,4,1,0,0,19,523,2016-08-09,Rio de Janeiro / Carioca Arena 1,Group Phase,ARGENTINA,CROATIA,2016 Olympic Games: Tournament for Men,Men,dario saric,1994-04-08
60,472338,523_16_16,CROATIA,15894,9,dario saric,35,5,11,45.5,2,6,33.3,3,5,60.0,2,2,100.0,3,4,7,3,4,6,1,1,15,523,2016-08-11,Rio de Janeiro / Carioca Arena 1,Group Phase,BRAZIL,CROATIA,2016 Olympic Games: Tournament for Men,Men,dario saric,1994-04-08
61,472533,523_16_24,CROATIA,15894,9,dario saric,27,2,5,40.0,1,2,50.0,1,3,33.3,2,3,66.7,1,5,6,0,4,3,2,1,7,523,2016-08-13,Rio de Janeiro / Carioca Arena 1,Group Phase,CROATIA,NIGERIA,2016 Olympic Games: Tournament for Men,Men,dario saric,1994-04-08
62,472702,523_16_30,CROATIA,15894,9,dario saric,38,7,12,58.3,6,9,66.7,1,3,33.3,3,4,75.0,0,6,6,3,1,2,1,0,18,523,2016-08-15,Rio de Janeiro / Carioca Arena 1,Group Phase,LITHUANIA,CROATIA,2016 Olympic Games: Tournament for Men,Men,dario saric,1994-04-08
63,472793,523_16_34,CROATIA,15894,9,dario saric,30,3,7,42.9,3,7,42.9,0,0,0.0,1,4,25.0,3,1,4,1,4,3,0,0,7,523,2016-08-17,Rio de Janeiro / Carioca Arena 1,Quarter Finals,CROATIA,SERBIA,2016 Olympic Games: Tournament for Men,Men,dario saric,1994-04-08
64,474002,525_16_04,CROATIA,15894,9,dario saric,35,4,14,28.6,3,11,27.3,1,3,33.3,2,2,100.0,4,6,10,3,3,4,0,1,11,525,2016-07-05,Turin / PalaIsozaki,Group Phase,ITALY,CROATIA,2016 FIBA Olympic Qualifying Tournament,Men,dario saric,1994-04-08
65,474041,525_16_06,CROATIA,15894,9,dario saric,32,5,10,50.0,5,7,71.4,0,3,0.0,1,2,50.0,1,8,9,3,2,3,1,1,11,525,2016-07-06,Turin / PalaIsozaki,Group Phase,CROATIA,TUNISIA,2016 FIBA Olympic Qualifying Tournament,Men,dario saric,1994-04-08
66,474080,525_16_07,CROATIA,15894,9,dario saric,38,6,11,54.5,6,8,75.0,0,3,0.0,4,8,50.0,2,6,8,1,2,1,0,0,16,525,2016-07-08,Turin / PalaIsozaki,Semi-Finals,GREECE,CROATIA,2016 FIBA Olympic Qualifying Tournament,Men,dario saric,1994-04-08
67,474119,525_16_09,CROATIA,15894,9,dario saric,39,5,10,50.0,4,8,50.0,1,2,50.0,7,8,87.5,4,9,13,2,4,5,2,0,18,525,2016-07-09,Turin / PalaIsozaki,Final,CROATIA,ITALY,2016 FIBA Olympic Qualifying Tournament,Men,dario saric,1994-04-08
68,374980,422_14_01,CROATIA,1846,9,damjan rudez,14,1,5,20.0,1,1,100.0,0,4,0.0,2,2,100.0,0,1,1,0,1,0,1,0,4,422,2014-08-30,Sevilla,Group Phase,CROATIA,PHILIPPINES,2014 FIBA Basketball World Cup,Men,damjan rudez,1986-06-17
69,375357,422_14_15,CROATIA,1846,9,damjan rudez,18,2,7,28.6,0,1,0.0,2,6,33.3,0,0,0.0,0,1,1,0,1,0,0,0,6,422,2014-08-31,Sevilla,Group Phase,ARGENTINA,CROATIA,2014 FIBA Basketball World Cup,Men,damjan rudez,1986-06-17
70,375604,422_14_25,CROATIA,1846,9,damjan rudez,12,2,6,33.3,0,1,0.0,2,5,40.0,0,0,0.0,0,0,0,0,3,0,0,0,6,422,2014-09-01,Sevilla,Group Phase,CROATIA,SENEGAL,2014 FIBA Basketball World Cup,Men,damjan rudez,1986-06-17
71,376163,422_14_46,CROATIA,1846,9,damjan rudez,8,2,2,100.0,0,0,0.0,2,2,100.0,0,0,0.0,0,0,0,0,1,0,0,0,6,422,2014-09-03,Sevilla,Group Phase,GREECE,CROATIA,2014 FIBA Basketball World Cup,Men,damjan rudez,1986-06-17
72,376410,422_14_56,CROATIA,1846,9,damjan rudez,18,1,4,25.0,0,0,0.0,1,4,25.0,3,3,100.0,1,0,1,0,1,3,0,0,6,422,2014-09-04,Sevilla,Group Phase,CROATIA,PUERTO RICO,2014 FIBA Basketball World Cup,Men,damjan rudez,1986-06-17
73,376579,422_14_62,CROATIA,1846,9,damjan rudez,16,1,6,16.7,0,1,0.0,1,5,20.0,0,0,0.0,0,4,4,0,2,0,0,0,3,422,2014-09-06,Madrid,Round of 16,FRANCE,CROATIA,2014 FIBA Basketball World Cup,Men,damjan rudez,1986-06-17
74,437503,497_15_11,CROATIA,1846,5,damjan rudez,11,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0,3,4,1,1,0,3,497,2015-09-05,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,CROATIA,SLOVENIA,2015 EuroBasket,Men,damjan rudez,1986-06-17
75,437828,497_15_23,CROATIA,1846,5,damjan rudez,9,0,2,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,497,2015-09-06,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,GREECE,CROATIA,2015 EuroBasket,Men,damjan rudez,1986-06-17
76,438153,497_15_36,CROATIA,1846,5,damjan rudez,11,0,5,0.0,0,2,0.0,0,3,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,497,2015-09-08,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,CROATIA,MKD,2015 EuroBasket,Men,damjan rudez,1986-06-17
77,438452,497_15_47,CROATIA,1846,5,damjan rudez,16,1,7,14.3,0,2,0.0,1,5,20.0,2,2,100.0,0,0,0,0,3,1,0,0,5,497,2015-09-09,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,NETHERLANDS,CROATIA,2015 EuroBasket,Men,damjan rudez,1986-06-17
78,438660,497_15_55,CROATIA,1846,5,damjan rudez,13,0,4,0.0,0,1,0.0,0,3,0.0,2,2,100.0,0,1,1,2,2,2,0,0,2,497,2015-09-10,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,GEORGIA,CROATIA,2015 EuroBasket,Men,damjan rudez,1986-06-17
79,438907,497_15_65,CROATIA,1846,5,damjan rudez,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,1,0,0,0,497,2015-09-13,Lille / Pierre Mauroy Stadium,Round of 16,CROATIA,CZECH REPUBLIC,2015 EuroBasket,Men,damjan rudez,1986-06-17
80,374981,422_14_01,CROATIA,4585,10,roko ukic,17,2,4,50.0,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,1,2,0,0,0,5,422,2014-08-30,Sevilla,Group Phase,CROATIA,PHILIPPINES,2014 FIBA Basketball World Cup,Men,roko leni ukic,1984-12-05
81,375358,422_14_15,CROATIA,4585,10,roko ukic,21,3,5,60.0,1,1,100.0,2,4,50.0,0,0,0.0,0,1,1,2,2,1,0,0,8,422,2014-08-31,Sevilla,Group Phase,ARGENTINA,CROATIA,2014 FIBA Basketball World Cup,Men,roko leni ukic,1984-12-05
82,375605,422_14_25,CROATIA,4585,10,roko ukic,20,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,1,1,2,0,0,0,0,3,422,2014-09-01,Sevilla,Group Phase,CROATIA,SENEGAL,2014 FIBA Basketball World Cup,Men,roko leni ukic,1984-12-05
83,376164,422_14_46,CROATIA,4585,10,roko ukic,20,2,9,22.2,1,5,20.0,1,4,25.0,1,2,50.0,1,1,2,1,1,0,0,0,6,422,2014-09-03,Sevilla,Group Phase,GREECE,CROATIA,2014 FIBA Basketball World Cup,Men,roko leni ukic,1984-12-05
84,376411,422_14_56,CROATIA,4585,10,roko ukic,24,3,5,60.0,2,2,100.0,1,3,33.3,0,0,0.0,0,2,2,6,3,1,2,0,7,422,2014-09-04,Sevilla,Group Phase,CROATIA,PUERTO RICO,2014 FIBA Basketball World Cup,Men,roko leni ukic,1984-12-05
85,376580,422_14_62,CROATIA,4585,10,roko ukic,15,0,5,0.0,0,3,0.0,0,2,0.0,0,0,0.0,1,1,2,1,1,0,0,0,0,422,2014-09-06,Madrid,Round of 16,FRANCE,CROATIA,2014 FIBA Basketball World Cup,Men,roko leni ukic,1984-12-05
86,437508,497_15_11,CROATIA,4585,10,roko ukic,20,1,3,33.3,1,3,33.3,0,0,0.0,0,0,0.0,0,2,2,4,1,1,0,0,2,497,2015-09-05,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,CROATIA,SLOVENIA,2015 EuroBasket,Men,roko leni ukic,1984-12-05
87,437833,497_15_23,CROATIA,4585,10,roko ukic,34,4,8,50.0,2,3,66.7,2,5,40.0,4,4,100.0,0,2,2,4,4,3,0,0,14,497,2015-09-06,Zagreb / Arena of Hrvatski Dragovoljac,Group Phase,GREECE,CROATIA,2015 EuroBasket,Men,roko leni ukic,1984-12-05
